accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
MF093726.1	subgenomic	3889	0	+	1	62640	66527	UL30	794
MF319970.1	subgenomic	452	0	+	1	140327	140784		0
MF319971.1	subgenomic	530	0	+	2	140258	140786		0
MF319972.1	subgenomic	437	0	+	2	140351	140787		0
MF319973.1	subgenomic	494	0	+	3	140327	140786		0
MF615306.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615307.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615308.1	subgenomic	204	0	+	1	65275	65459	UL30	32
MF615309.1	subgenomic	204	0	+	1	65275	65471	UL30	36
MF615310.1	subgenomic	204	0	+	1	65279	65471	UL30	36
MF615311.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615312.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615313.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615314.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615315.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615316.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615317.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615318.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615319.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615320.1	subgenomic	204	0	+	1	65287	65459	UL30	30
MF615321.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615322.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615323.1	subgenomic	204	0	+	1	65271	65459	UL30	33
MF615324.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615325.1	subgenomic	204	0	+	1	65279	65471	UL30	36
MF615326.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615327.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615328.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615329.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615330.1	subgenomic	204	0	+	1	65275	65459	UL30	32
MF615331.1	subgenomic	204	0	+	1	65279	65459	UL30	32
MF615332.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615333.1	subgenomic	203	0	+	1	65279	65460	UL30	32
MF615334.1	subgenomic	204	0	+	1	65291	65459	UL30	29
MF615335.1	subgenomic	204	0	+	1	65271	65459	UL30	33
MF615336.1	subgenomic	204	0	+	1	65271	65459	UL30	30
MG253634.1	subgenomic	778	0	+	1	66229	67005	UL30	54
MG253635.1	subgenomic	489	0	+	1	62775	63235	UL30	106
MG253636.1	subgenomic	299	0	+	1	64155	64451	UL30	44
MG253637.1	subgenomic	4219	0	+	1	62807	67017	UL30	794
MG253638.1	subgenomic	217	0	+	1	65261	65473	UL30	38
MG386501.1	subgenomic	1173	0	+	2	139789	140961		0
MG705188.1	subgenomic	292	0	+	1	141492	141780		0
MG705189.1	subgenomic	196	0	+	1	141582	141754		0
MG705190.1	subgenomic	190	0	+	1	141500	141688		0
MG705191.1	subgenomic	133	0	+	1	141546	141674		0
MG705192.1	subgenomic	173	0	+	1	141581	141733		0
MG705193.1	subgenomic	192	0	+	1	141498	141674		0
MG705194.1	subgenomic	285	0	+	1	141498	141782		0
MG705195.1	subgenomic	153	0	+	1	141581	141733		0
MG705196.1	subgenomic	150	0	+	1	141584	141732		0
MG705197.1	subgenomic	289	0	+	1	141499	141787		0
MG705198.1	subgenomic	204	0	+	1	141580	141780		0
MG705199.1	subgenomic	246	0	+	1	141495	141739		0
MG705200.1	subgenomic	293	0	+	1	141510	141802		0
MG705201.1	subgenomic	216	0	+	1	141477	141673		0
MG705202.1	subgenomic	286	0	+	1	141499	141783		0
MG705203.1	subgenomic	299	0	+	1	141488	141784		0
MG705204.1	subgenomic	300	0	+	1	141486	141782		0
MG705205.1	subgenomic	302	0	+	1	141490	141790		0
MG705206.1	subgenomic	191	0	+	1	141567	141755		0
MG705207.1	subgenomic	279	0	+	1	141512	141788		0
MG705208.1	subgenomic	182	0	+	1	141583	141747		0
MG705209.1	subgenomic	318	0	+	1	141485	141801		0
MG705210.1	subgenomic	322	0	+	1	141481	141801		0
MG705211.1	subgenomic	323	0	+	1	141480	141800		0
MG705212.1	subgenomic	325	0	+	1	141477	141801		0
MG705213.1	subgenomic	319	0	+	1	141480	141796		0
MG705214.1	subgenomic	327	0	+	1	141477	141801		0
MG705215.1	subgenomic	324	0	+	1	141480	141800		0
MG705216.1	subgenomic	303	0	+	1	141487	141787		0
MG705217.1	subgenomic	299	0	+	1	141491	141787		0
MG705218.1	subgenomic	310	0	+	1	141488	141796		0
MG705219.1	subgenomic	319	0	+	1	141485	141801		0
MG705220.1	subgenomic	314	0	+	1	141490	141802		0
MG705221.1	subgenomic	296	0	+	1	141494	141786		0
MG705222.1	subgenomic	324	0	+	1	141480	141800		0
MG705223.1	subgenomic	322	0	+	1	141481	141801		0
MG705224.1	subgenomic	193	0	+	1	141562	141754		0
MG705225.1	subgenomic	312	0	+	1	141480	141788		0
MG705226.1	subgenomic	315	0	+	1	141477	141789		0
MG705227.1	subgenomic	177	0	+	1	141581	141745		0
MG705228.1	subgenomic	316	0	+	1	141488	141800		0
MG705229.1	subgenomic	304	0	+	1	141488	141788		0
MG705230.1	subgenomic	327	0	+	1	141477	141801		0
MG705231.1	subgenomic	324	0	+	1	141480	141800		0
MG705232.1	subgenomic	322	0	+	1	141481	141801		0
MG705233.1	subgenomic	313	0	+	1	141490	141802		0
MG705234.1	subgenomic	303	0	+	1	141485	141785		0
MG705235.1	subgenomic	313	0	+	1	141493	141801		0
MG705236.1	subgenomic	325	0	+	1	141478	141802		0
MG705237.1	subgenomic	323	0	+	1	141481	141801		0
MG705238.1	subgenomic	323	0	+	1	141481	141801		0
MG705239.1	subgenomic	325	0	+	1	141479	141803		0
MG705240.1	subgenomic	324	0	+	1	141480	141800		0
MG705241.1	subgenomic	324	0	+	1	141480	141800		0
MG705242.1	subgenomic	325	0	+	1	141479	141803		0
MG705243.1	subgenomic	326	0	+	1	141478	141802		0
MG705244.1	subgenomic	320	0	+	1	141484	141800		0
MG705245.1	subgenomic	315	0	+	1	141489	141801		0
MG705246.1	subgenomic	304	0	+	1	141486	141786		0
MG705247.1	subgenomic	322	0	+	1	141482	141802		0
MG705248.1	subgenomic	317	0	+	1	141486	141802		0
MG705249.1	subgenomic	324	0	+	1	141480	141800		0
MG705250.1	subgenomic	318	0	+	1	141486	141802		0
MG705251.1	subgenomic	319	0	+	1	141485	141801		0
MG705252.1	subgenomic	326	0	+	1	141478	141802		0
MG705253.1	subgenomic	195	0	+	1	141560	141752		0
MG705254.1	subgenomic	328	0	+	1	141476	141800		0
MG705255.1	subgenomic	318	0	+	1	141486	141802		0
MG705256.1	subgenomic	313	0	+	1	141491	141803		0
MG705257.1	subgenomic	257	0	+	1	141546	141802		0
MG705258.1	subgenomic	426	0	+	1	136906	137330		0
MG705259.1	subgenomic	400	0	+	1	136899	137295		0
MG705260.1	subgenomic	406	0	+	1	136926	137330		0
MG705261.1	subgenomic	340	0	+	1	136935	137271		0
MG705262.1	subgenomic	341	0	+	1	136935	137275		0
MG705263.1	subgenomic	313	0	+	1	136976	137264		0
MG705264.1	subgenomic	347	0	+	1	136929	137273		0
MG705265.1	subgenomic	341	0	+	1	136935	137275		0
MG705266.1	subgenomic	350	0	+	1	136926	137274		0
MG705267.1	subgenomic	328	0	+	1	136982	137270		0
MG705268.1	subgenomic	410	0	+	1	136926	137334		0
MG705269.1	subgenomic	395	0	+	1	136926	137318		0
MG705270.1	subgenomic	349	0	+	1	136926	137274		0
MG705271.1	subgenomic	340	0	+	1	136935	137271		0
MG705272.1	subgenomic	341	0	+	1	136935	137275		0
MG705273.1	subgenomic	392	0	+	1	136935	137323		0
MG705274.1	subgenomic	397	0	+	1	136982	137326		0
MG705275.1	subgenomic	413	0	+	1	136912	137321		0
MG705276.1	subgenomic	409	0	+	1	136914	137319		0
MG705277.1	subgenomic	414	0	+	1	136908	137317		0
MG705278.1	subgenomic	401	0	+	1	136921	137318		0
MG705279.1	subgenomic	352	0	+	1	136934	137282		0
MG705280.1	subgenomic	431	0	+	1	136896	137320		0
MG705281.1	subgenomic	352	0	+	1	136934	137282		0
MG705282.1	subgenomic	373	0	+	1	136975	137335		0
MG705283.1	subgenomic	429	0	+	1	136903	137331		0
MG705284.1	subgenomic	436	0	+	1	136897	137329		0
MG705285.1	subgenomic	440	0	+	1	136893	137329		0
MG705286.1	subgenomic	427	0	+	1	136906	137330		0
MG705287.1	subgenomic	426	0	+	1	136907	137331		0
MG705288.1	subgenomic	428	0	+	1	136905	137329		0
MG705289.1	subgenomic	420	0	+	1	136906	137319		0
MG705290.1	subgenomic	391	0	+	1	136915	137300		0
MG705291.1	subgenomic	419	0	+	1	136906	137319		0
MG705292.1	subgenomic	446	0	+	1	136893	137334		0
MG705293.1	subgenomic	418	0	+	1	136905	137321		0
MG705294.1	subgenomic	415	0	+	1	136908	137320		0
MG705295.1	subgenomic	414	0	+	1	136908	137320		0
MG705296.1	subgenomic	430	0	+	1	136897	137322		0
MG705297.1	subgenomic	343	0	+	1	136939	137279		0
MG705298.1	subgenomic	429	0	+	1	136897	137325		0
MG705299.1	subgenomic	420	0	+	1	136907	137323		0
MG705300.1	subgenomic	358	0	+	1	136939	137295		0
MG705301.1	subgenomic	375	0	+	1	136976	137328		0
MG705302.1	subgenomic	371	0	+	1	136976	137324		0
MG705303.1	subgenomic	368	0	+	1	136929	137293		0
MG705304.1	subgenomic	368	0	+	1	136929	137293		0
MG705305.1	subgenomic	442	0	+	1	136893	137330		0
MG705306.1	subgenomic	198	0	+	1	136979	137175		0
MG705307.1	subgenomic	415	0	+	1	136907	137319		0
MG705308.1	subgenomic	431	0	+	1	136905	137333		0
MG705309.1	subgenomic	445	0	+	1	136896	137332		0
MG705310.1	subgenomic	421	0	+	1	136906	137326		0
MG705311.1	subgenomic	301	0	+	1	136980	137280		0
MG705312.1	subgenomic	416	0	+	1	136906	137318		0
MG705313.1	subgenomic	422	0	+	1	136914	137334		0
MG705314.1	subgenomic	421	0	+	1	136906	137326		0
MG705315.1	subgenomic	416	0	+	1	136906	137318		0
MG705316.1	subgenomic	414	0	+	1	136908	137320		0
MG705317.1	subgenomic	414	0	+	1	136908	137320		0
MG705318.1	subgenomic	430	0	+	1	136893	137321		0
MG705319.1	subgenomic	414	0	+	1	136908	137320		0
MG705320.1	subgenomic	443	0	+	1	136893	137333		0
MG705321.1	subgenomic	449	0	+	1	136893	137335		0
MG705322.1	subgenomic	425	0	+	1	136910	137334		0
MG705323.1	subgenomic	399	0	+	1	136923	137319		0
MG705324.1	subgenomic	441	0	+	1	136893	137333		0
MG705325.1	subgenomic	439	0	+	1	136903	137333		0
MG705326.1	subgenomic	422	0	+	1	136907	137321		0
MG705327.1	subgenomic	371	0	+	1	136926	137288		0
MG705328.1	subgenomic	422	0	+	1	136901	137321		0
MG705329.1	subgenomic	436	0	+	1	136901	137333		0
MG705330.1	subgenomic	419	0	+	1	136908	137324		0
MG705331.1	subgenomic	375	0	+	1	136975	137335		0
MG705332.1	subgenomic	186	0	+	3	140408	140492		0
MG705333.1	subgenomic	290	0	+	3	140278	140493		0
MG705334.1	subgenomic	355	0	+	3	140324	140601		0
MG705335.1	subgenomic	351	0	+	4	140327	140621		0
MG705336.1	subgenomic	318	0	+	4	140324	140598		0
MG705337.1	subgenomic	144	0	-	1	140326	140446		0
MG705338.1	subgenomic	214	0	+	2	140327	140495		0
MG705339.1	subgenomic	298	0	+	4	140358	140604		0
MG705340.1	subgenomic	265	0	+	3	140357	140600		0
MG705341.1	subgenomic	255	0	-	1	140324	140585		0
MG705342.1	subgenomic	291	1	+	3	140356	140611		0
MG705343.1	subgenomic	325	0	+	3	140339	140600		0
MG705344.1	subgenomic	168	0	+	1	140410	140595		0
MG705345.1	subgenomic	268	0	+	3	140356	140595		0
MG705346.1	subgenomic	267	0	+	3	140356	140595		0
MG705347.1	subgenomic	135	0	-	1	140326	140446		0
MG705348.1	subgenomic	381	0	+	2	140252	140588		0
MG705349.1	subgenomic	367	0	+	2	140254	140586		0
MG705350.1	subgenomic	392	0	+	2	140215	140587		0
MG705351.1	subgenomic	383	0	+	2	140251	140587		0
MG705352.1	subgenomic	345	0	+	3	140324	140623		0
MG705353.1	subgenomic	299	0	+	2	140327	140607		0
MG705354.1	subgenomic	299	0	+	2	140327	140611		0
MG705355.1	subgenomic	416	0	+	2	140206	140618		0
MG705356.1	subgenomic	416	0	+	2	140206	140618		0
MG705357.1	subgenomic	378	0	+	1	140215	140612		0
MG705358.1	subgenomic	387	0	+	1	140206	140611		0
MG705359.1	subgenomic	387	0	+	1	140206	140611		0
MG705360.1	subgenomic	409	0	+	2	140213	140621		0
MG705361.1	subgenomic	481	0	+	5	140206	140619		0
MG705362.1	subgenomic	380	0	-	5	140325	140614		0
MG705363.1	subgenomic	463	0	+	5	140216	140585		0
MG705364.1	subgenomic	422	0	+	5	140265	140622		0
MG705365.1	subgenomic	307	0	+	1	140303	140607		0
MG705366.1	subgenomic	299	0	+	1	140326	140619		0
MG705367.1	subgenomic	387	0	+	1	140213	140618		0
MG705368.1	subgenomic	253	0	+	2	140324	140492		0
MG705369.1	subgenomic	333	0	+	1	140254	140587		0
MG705370.1	subgenomic	339	0	+	1	140254	140587		0
MG705371.1	subgenomic	405	0	+	2	140209	140613		0
MG705372.1	subgenomic	405	0	+	2	140209	140613		0
MG705373.1	subgenomic	326	0	+	3	140327	140618		0
MG705374.1	subgenomic	306	0	+	2	140327	140619		0
MG705375.1	subgenomic	318	0	+	3	140327	140618		0
MG705376.1	subgenomic	304	0	+	2	140327	140615		0
MG705377.1	subgenomic	312	0	+	2	140325	140617		0
MG705378.1	subgenomic	267	0	-	1	140325	140586		0
MG705379.1	subgenomic	352	0	+	2	140251	140599		0
MG705380.1	subgenomic	387	0	+	1	140213	140618		0
MG705381.1	subgenomic	381	0	+	2	140252	140620		0
MG705382.1	subgenomic	215	0	+	2	140370	140582		0
MG705383.1	subgenomic	205	0	+	2	140408	140588		0
MG705384.1	subgenomic	156	0	+	2	140411	140492		0
MG705385.1	subgenomic	393	0	+	1	140209	140622		0
MG705386.1	subgenomic	295	0	+	1	140327	140620		0
MG705387.1	subgenomic	194	0	+	3	140410	140583		0
MG705388.1	subgenomic	375	0	+	2	140268	140587		0
MG705389.1	subgenomic	459	0	+	3	140213	140585		0
MG705390.1	subgenomic	455	0	+	3	140214	140618		0
MG705391.1	subgenomic	464	0	+	3	140209	140617		0
MG705392.1	subgenomic	456	0	+	3	140213	140617		0
MG705393.1	subgenomic	360	0	+	3	140326	140618		0
MG705394.1	subgenomic	319	0	+	2	140325	140617		0
MG705395.1	subgenomic	426	0	+	3	140216	140619		0
MG705396.1	subgenomic	430	0	+	3	140213	140620		0
MG705397.1	subgenomic	322	0	+	2	140325	140621		0
MG705398.1	subgenomic	332	0	+	3	140327	140586		0
MG705399.1	subgenomic	334	0	+	3	140325	140588		0
MG705400.1	subgenomic	278	0	+	2	140324	140492		0
MG705401.1	subgenomic	324	0	-	2	140324	140620		0
MG705402.1	subgenomic	324	0	+	2	140324	140620		0
MG705403.1	subgenomic	225	0	+	3	140324	140483		0
MG705404.1	subgenomic	457	0	+	4	140206	140620		0
MG705405.1	subgenomic	127	0	-	1	12287	12411		0
MG705406.1	subgenomic	176	0	-	1	12229	12401		0
MG705407.1	subgenomic	179	0	-	1	12227	12403		0
MG705408.1	subgenomic	222	0	-	1	12198	12418		0
MG705409.1	subgenomic	147	0	-	1	12251	12395		0
MG705410.1	subgenomic	150	0	-	1	12214	12362		0
MG705411.1	subgenomic	161	0	-	1	12201	12361		0
MG705413.1	subgenomic	165	0	-	1	12199	12363		0
MG705414.1	subgenomic	150	0	-	1	12200	12348		0
MG705415.1	subgenomic	192	0	-	1	12232	12420		0
MG705416.1	subgenomic	132	0	-	1	12239	12367		0
MG705417.1	subgenomic	178	0	-	1	12229	12405		0
MG705418.1	subgenomic	156	0	-	1	12182	12334		0
MG705419.1	subgenomic	123	0	-	1	12306	12394		0
MG705420.1	subgenomic	154	0	-	1	12184	12336		0
MG705421.1	subgenomic	216	0	-	1	12182	12394		0
MG705422.1	subgenomic	216	0	-	1	12188	12400		0
MG705423.1	subgenomic	239	0	-	1	12183	12419		0
MG705424.1	subgenomic	236	0	-	1	12188	12420		0
MG705425.1	subgenomic	240	0	-	1	12180	12416		0
MG705426.1	subgenomic	243	0	-	1	12180	12420		0
MG705427.1	subgenomic	238	0	-	1	12180	12416		0
MG705428.1	subgenomic	240	0	-	1	12180	12416		0
MG705429.1	subgenomic	243	0	-	1	12180	12420		0
MG705430.1	subgenomic	244	0	-	1	12180	12420		0
MG705431.1	subgenomic	243	0	-	1	12183	12419		0
MG705432.1	subgenomic	233	0	-	1	12190	12422		0
MG705433.1	subgenomic	226	0	-	1	12191	12415		0
MG705434.1	subgenomic	245	0	-	1	12183	12423		0
MG705435.1	subgenomic	243	0	-	1	12183	12419		0
MG705436.1	subgenomic	232	0	-	1	12183	12407		0
MG705437.1	subgenomic	246	0	-	1	12183	12423		0
MG705438.1	subgenomic	248	0	-	1	12183	12423		0
MG705439.1	subgenomic	235	0	-	1	12182	12414		0
MG705440.1	subgenomic	198	0	-	1	12202	12398		0
MG705441.1	subgenomic	188	0	-	1	12202	12386		0
MG705442.1	subgenomic	240	0	-	1	12180	12416		0
MG705443.1	subgenomic	240	0	-	1	12180	12416		0
MG705444.1	subgenomic	221	0	-	1	12191	12411		0
MG705445.1	subgenomic	221	0	-	1	12191	12411		0
MG705446.1	subgenomic	101	0	-	1	12278	12378		0
MG705447.1	subgenomic	199	0	-	1	12180	12376		0
MG705448.1	subgenomic	241	0	-	1	12180	12420		0
MG705449.1	subgenomic	203	0	-	1	12201	12401		0
MG705450.1	subgenomic	247	0	-	1	12183	12423		0
MG705451.1	subgenomic	235	0	-	1	12190	12422		0
MG705452.1	subgenomic	247	0	-	1	12183	12423		0
MG705453.1	subgenomic	237	0	-	1	12182	12418		0
MG705454.1	subgenomic	238	0	-	1	12182	12418		0
MG705455.1	subgenomic	238	0	-	1	12182	12418		0
MG705456.1	subgenomic	246	0	-	1	12183	12423		0
MG705457.1	subgenomic	240	0	-	1	12181	12417		0
MG705458.1	subgenomic	237	0	-	1	12182	12418		0
MG705459.1	subgenomic	229	0	-	1	12193	12421		0
MG705460.1	subgenomic	234	0	-	1	12193	12421		0
MG705461.1	subgenomic	245	0	-	1	12183	12423		0
MG705462.1	subgenomic	244	0	-	1	12183	12419		0
MG705463.1	subgenomic	245	0	-	1	12183	12423		0
MG705464.1	subgenomic	242	0	-	1	12180	12420		0
MG705465.1	subgenomic	244	0	-	1	12180	12420		0
MG705466.1	subgenomic	236	0	-	1	12193	12421		0
MG705467.1	subgenomic	248	0	-	1	12183	12423		0
MG705468.1	subgenomic	243	0	-	1	12183	12419		0
MG705469.1	subgenomic	244	0	-	1	12180	12420		0
MG705470.1	subgenomic	244	0	-	1	12180	12420		0
MG705471.1	subgenomic	202	0	-	1	12180	12380		0
MG705472.1	subgenomic	239	0	-	1	12182	12418		0
MG705473.1	subgenomic	171	0	-	1	12253	12421		0
MG705474.1	subgenomic	185	0	-	1	12226	12410		0
MG705475.1	subgenomic	172	0	-	1	12248	12416		0
MG705476.1	subgenomic	206	0	-	1	47436	47640		0
MG705477.1	subgenomic	193	0	-	1	47436	47628		0
MG705478.1	subgenomic	208	0	-	1	47436	47640		0
MG705479.1	subgenomic	206	0	-	1	47436	47640		0
MG705480.1	subgenomic	206	0	-	1	47436	47640		0
MG705481.1	subgenomic	207	0	-	1	47436	47640		0
MG705482.1	subgenomic	206	0	-	1	47437	47641		0
MG705484.1	subgenomic	207	0	-	1	47435	47639		0
MG705485.1	subgenomic	208	0	-	1	47435	47639		0
MG705486.1	subgenomic	197	0	-	1	47436	47632		0
MG705487.1	subgenomic	208	0	-	1	47435	47639		0
MG705488.1	subgenomic	207	0	-	1	47436	47640		0
MG705489.1	subgenomic	207	0	-	1	47436	47640		0
MG705490.1	subgenomic	229	0	-	1	47422	47630		0
MG705491.1	subgenomic	221	0	-	1	47430	47630		0
MG705492.1	subgenomic	117	0	-	1	47542	47630		0
MG705493.1	subgenomic	209	0	-	1	47430	47630		0
MG705494.1	subgenomic	243	0	-	1	47418	47658		0
MG705495.1	subgenomic	245	0	-	1	47418	47658		0
MG705496.1	subgenomic	236	0	-	1	47427	47659		0
MG705497.1	subgenomic	216	0	-	1	47434	47630		0
MG705498.1	subgenomic	157	0	-	1	47540	47660		0
MG705499.1	subgenomic	241	0	-	1	47420	47660		0
MG705500.1	subgenomic	241	0	-	1	47420	47660		0
MG705501.1	subgenomic	245	0	-	1	47418	47658		0
MG705502.1	subgenomic	245	0	-	1	47418	47658		0
MG705503.1	subgenomic	200	0	-	1	47441	47629		0
MG705504.1	subgenomic	245	0	-	1	47418	47658		0
MG705505.1	subgenomic	245	0	-	1	47417	47661		0
MG705506.1	subgenomic	146	0	-	1	47513	47657		0
MG705507.1	subgenomic	245	0	-	1	47418	47658		0
MG705508.1	subgenomic	245	0	-	1	47418	47658		0
MG705509.1	subgenomic	239	0	-	1	47420	47632		0
MG705510.1	subgenomic	218	0	-	1	47432	47632		0
MG705511.1	subgenomic	243	0	-	1	47419	47659		0
MG705512.1	subgenomic	240	0	-	1	47419	47631		0
MG705513.1	subgenomic	231	0	-	1	47420	47632		0
MG705514.1	subgenomic	242	0	-	1	47420	47660		0
MG705515.1	subgenomic	240	0	-	1	47419	47631		0
MG705516.1	subgenomic	243	0	-	1	47419	47659		0
MG705517.1	subgenomic	216	0	-	1	47440	47632		0
MG705518.1	subgenomic	239	0	-	1	47420	47632		0
MG705519.1	subgenomic	207	0	-	1	47438	47642		0
MG705520.1	subgenomic	245	0	-	1	47418	47658		0
MG705521.1	subgenomic	245	0	-	1	47418	47658		0
MG705522.1	subgenomic	244	0	-	1	47419	47659		0
MG705523.1	subgenomic	246	0	-	1	47416	47660		0
MG705524.1	subgenomic	179	0	-	1	47482	47658		0
MG705525.1	subgenomic	241	0	-	1	47420	47660		0
MG705526.1	subgenomic	244	0	-	1	47418	47658		0
MG705527.1	subgenomic	228	0	-	1	47435	47659		0
MG705528.1	subgenomic	246	0	-	1	47416	47660		0
MG705529.1	subgenomic	246	0	-	1	47417	47661		0
MG705530.1	subgenomic	244	0	-	1	47418	47658		0
MG705531.1	subgenomic	244	0	-	1	47418	47658		0
MG705532.1	subgenomic	246	0	-	1	47417	47661		0
MG705533.1	subgenomic	244	0	-	1	47418	47658		0
MG705534.1	subgenomic	245	0	-	1	47417	47661		0
MG705535.1	subgenomic	245	0	-	1	47418	47658		0
MG705536.1	subgenomic	244	3	-	1	47418	47658		0
MG705537.1	subgenomic	244	0	-	1	47418	47658		0
MG705538.1	subgenomic	245	0	-	1	47417	47661		0
MG705539.1	subgenomic	246	0	-	1	47416	47660		0
MG705540.1	subgenomic	154	0	-	1	47465	47617		0
MG705541.1	subgenomic	245	0	-	1	47417	47661		0
MG705542.1	subgenomic	156	0	-	1	47463	47615		0
MG705543.1	subgenomic	213	0	-	1	47450	47658		0
MG705544.1	subgenomic	240	0	-	1	47418	47630		0
MH247241.1	subgenomic	3793	0	+	1	62777	66569	UL30	794
MH247242.1	subgenomic	3770	0	+	1	62803	66571	UL30	794
MH247243.1	subgenomic	3807	1	+	1	62773	66569	UL30	790
MH247244.1	subgenomic	3786	0	+	1	62781	66565	UL30	794
MH247245.1	subgenomic	3809	1	+	1	62775	66571	UL30	788
MH247246.1	subgenomic	3770	0	+	1	62797	66565	UL30	794
MH247247.1	subgenomic	3789	0	+	1	62778	66566	UL30	794
MH247248.1	subgenomic	3723	0	+	1	62799	66519	UL30	794
MH247249.1	subgenomic	3791	0	+	1	62781	66569	UL30	794
MH247250.1	subgenomic	3786	0	+	1	62779	66566	UL30	794
MH247251.1	subgenomic	3801	0	+	1	62775	66571	UL30	794
MH247252.1	subgenomic	3811	0	+	1	62775	66571	UL30	794
MH247253.1	subgenomic	3819	1	+	1	62800	66572	UL30	787
MH247254.1	subgenomic	3811	0	+	1	62775	66567	UL30	794
MH247255.1	subgenomic	3809	0	+	1	62774	66574	UL30	794
MH247256.1	subgenomic	3802	1	+	1	62773	66569	UL30	785
MH247257.1	subgenomic	3786	1	+	1	62774	66542	UL30	788
MH349486.1	subgenomic	1208	0	-	1	46653	47857		0
MH349487.1	subgenomic	1185	0	-	1	46666	47850		0
MH349488.1	subgenomic	1199	0	-	1	46652	47820		0
MH349489.1	subgenomic	1197	0	-	1	46681	47849		0
MH349490.1	subgenomic	1195	0	-	1	46652	47820		0
MH349491.1	subgenomic	1186	2	-	1	46654	47822		0
MH349492.1	subgenomic	1148	0	-	1	46656	47800		0
MH349493.1	subgenomic	1150	0	-	1	46653	47778		0
MH349494.1	subgenomic	1149	0	-	1	46655	47779		0
MH349495.1	subgenomic	1076	0	-	1	46657	47729		0
MH349496.1	subgenomic	1086	0	-	1	46648	47731		0
MH349497.1	subgenomic	1082	1	-	1	46651	47731		0
MH349498.1	subgenomic	1080	0	-	1	46652	47729		0
MH363657.1	subgenomic	1203	0	-	1	46650	47822		0
MH363658.1	subgenomic	1183	0	-	1	46655	47823		0
MH363659.1	subgenomic	1188	0	-	1	46652	47820		0
MH480513.1	subgenomic	138790	0	+	58	419	151871	RL2|UL19|UL29|UL30|UL5|UL52|UL54	4529
MH697450.1	subgenomic	1131	0	-	1	46673	47801		0
MH697451.1	subgenomic	1131	0	-	1	46673	47801		0
MH697452.1	subgenomic	1130	0	-	1	46681	47786		0
MH697453.1	subgenomic	1131	0	-	1	46673	47801		0
MH697454.1	subgenomic	1131	0	-	1	46673	47785		0
MH697455.1	subgenomic	1131	0	-	1	46673	47785		0
MH697456.1	subgenomic	1130	0	-	1	46681	47802		0
MH697457.1	subgenomic	1131	0	-	1	46673	47801		0
MH697458.1	subgenomic	1131	0	-	1	46681	47801		0
MH697459.1	subgenomic	1130	0	-	1	46681	47802		0
MH697460.1	subgenomic	1132	0	-	1	46681	47800		0
MH697461.1	subgenomic	1131	0	-	1	46673	47801		0
MH697462.1	subgenomic	1131	0	-	1	46681	47785		0
MH697463.1	subgenomic	1131	0	-	1	46681	47785		0
MH697464.1	subgenomic	1131	0	-	1	46681	47785		0
MH697465.1	subgenomic	1131	0	-	1	46673	47801		0
MH697466.1	subgenomic	1075	0	-	1	46681	47733		0
MH697467.1	subgenomic	1131	0	-	1	46673	47801		0
MH697468.1	subgenomic	1130	0	-	1	46673	47802		0
MH697469.1	subgenomic	1131	0	-	1	46673	47777		0
MH697470.1	subgenomic	1131	0	-	1	46673	47777		0
MH697471.1	subgenomic	1131	1	-	1	46681	47801		0
MH697472.1	subgenomic	1131	0	-	1	46673	47801		0
MH697473.1	subgenomic	1131	0	-	1	46673	47801		0
MH697474.1	subgenomic	1131	0	-	1	46673	47801		0
MH697475.1	subgenomic	1131	0	-	1	46673	47801		0
MH697476.1	subgenomic	1132	0	-	1	46673	47800		0
MH697477.1	subgenomic	1131	0	-	1	46681	47785		0
MH697478.1	subgenomic	1131	0	-	1	46681	47785		0
MH697479.1	subgenomic	1132	0	-	1	46685	47800		0
MH697480.1	subgenomic	1131	0	-	1	46673	47801		0
MH697509.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697510.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697511.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697512.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697513.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
MH697514.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
